yyyymm,price,dividend,earnings,book.to.market,t.bill,aaa.rate,baa.rate,long.term.yield,net.equity,risk.free.rate,inflation,long.term.rate,corp.bond,stock.variance,cross.sec.premium,crsp.vw,crsp.vwx
198412,167.24,7.57,16.64,0.733098377,0.0806,0.1213,0.134,0.117,-0.027196787,0.006716667,0.0006341,0.0091,0.0128,0.000836642,-0.001127664,0.025556,0.021843
198501,179.63,7.62,16.5567,0.690255446,0.0776,0.1208,0.1326,0.1127,-0.029905005,0.006466667,0.0018999,0.0364,0.0325,0.001279453,-0.001548947,0.076868,0.074737
198502,181.19,7.66,16.4733,0.691739161,0.0827,0.1213,0.1323,0.1209,-0.024518918,0.006891667,0.0041042,-0.0493,-0.0373,0.000580453,-0.001542955,0.014166,0.008886
198503,180.66,7.68,16.39,0.723645779,0.0852,0.1256,0.1369,0.1181,-0.024815769,0.0071,0.0044011,0.0307,0.0179,0.000613543,-0.00187506,-0.000636,-0.00398
198504,179.83,7.71,16.13,0.72866159,0.0795,0.1223,0.1351,0.1162,-0.022411793,0.006625,0.0040695,0.0242,0.0296,0.000362569,-0.00207819,-0.003704,-0.005413
198505,189.55,7.74,15.87,0.696892984,0.0748,0.1172,0.1315,0.1062,-0.025480931,0.006233333,0.0037418,0.0896,0.082,0.000685948,-0.002188642,0.06274,0.056847
198506,191.85,7.77,15.61,0.686430144,0.0695,0.1094,0.124,0.1055,-0.026607514,0.005791667,0.0031075,0.0142,0.0083,0.00046309,-0.002195965,0.016065,0.012925
198507,190.92,7.81,15.4833,0.68032209,0.0708,0.1097,0.1243,0.1091,-0.024638663,0.0059,0.0015501,-0.018,-0.0121,0.000591571,-0.00212819,-0.003321,-0.005235
198508,188.63,7.84,15.3567,0.687176258,0.0714,0.1105,0.125,0.1068,-0.024227473,0.00595,0.0021662,0.0259,0.026,0.000470762,-0.002259476,-0.006473,-0.011871
198509,182.08,7.86,15.23,0.68995883,0.071,0.1107,0.1248,0.1082,-0.031294354,0.005916667,0.0030864,-0.0021,0.0071,0.000746459,-0.002121274,-0.033248,-0.036197
198510,189.82,7.88,15.0233,0.667025635,0.0716,0.1102,0.1236,0.1051,-0.027069342,0.005966667,0.0030769,0.0338,0.0329,0.000669948,-0.001917188,0.045079,0.042653
198511,202.17,7.9,14.8167,0.622703158,0.0724,0.1055,0.1199,0.1011,-0.027715873,0.006033333,0.0033737,0.0401,0.037,0.00070118,-0.001814477,0.071887,0.06663
198512,211.28,7.94,14.61,0.592692688,0.071,0.1016,0.1158,0.0956,-0.019465082,0.005916667,0.0024465,0.0541,0.0469,0.000945295,-0.001721356,0.048156,0.045156
198601,211.78,7.98,14.58,0.5835174,0.0707,0.1005,0.1144,0.0958,-0.019171777,0.005891667,0.0030497,-0.0025,0.0045,0.001378182,-0.001847265,0.004706,0.002962
198602,226.92,8.02,14.55,0.536376722,0.0706,0.0967,0.1111,0.0841,-0.017914257,0.005883333,-0.0027443,0.1145,0.0752,0.000752809,-0.001991718,0.076525,0.071556
198603,238.9,8.05,14.52,0.519627628,0.0656,0.09,0.105,0.0766,-0.016419622,0.005466667,-0.0045907,0.077,0.0256,0.000846007,-0.001918316,0.055832,0.05332
198604,235.52,8.08,14.5833,0.529714459,0.0606,0.0879,0.1019,0.0782,-0.024587848,0.00505,-0.0021495,-0.008,0.0016,0.00179827,-0.002229328,-0.013343,-0.01505
198605,247.35,8.1,14.6467,0.503540771,0.0615,0.0909,0.1029,0.0848,-0.021874884,0.005125,0.0030694,-0.0505,-0.0164,0.00094509,-0.002216698,0.055326,0.050804
198606,250.84,8.14,14.71,0.499281457,0.0621,0.0913,0.1034,0.079,-0.012296128,0.005175,0.0048915,0.0613,0.0218,0.001000921,-0.002562187,0.015744,0.01331
198607,236.12,8.18,14.7567,0.532301401,0.0583,0.0888,0.1016,0.0809,-0.011289089,0.004858333,0.0003049,-0.0108,0.0031,0.002124306,-0.002356723,-0.057541,-0.059378
198608,252.93,8.23,14.8033,0.497803344,0.0553,0.0872,0.1018,0.0763,-0.009679809,0.004608333,0.0018276,0.0499,0.0275,0.000875995,-0.002633002,0.074417,0.070076
198609,231.32,8.24,14.85,0.534629267,0.0521,0.0889,0.102,0.0827,-0.005141773,0.004341667,0.0048573,-0.05,-0.0114,0.003371234,-0.00237943,-0.083243,-0.085664
198610,243.98,8.26,14.7267,0.503245802,0.0518,0.0886,0.1024,0.0803,-0.008027472,0.004316667,0.000908128,0.0289,0.0189,0.000656664,-0.002256776,0.056538,0.053813
198611,249.22,8.28,14.6033,0.493671085,0.0535,0.0868,0.1007,0.0779,-0.002127366,0.004458333,0.000907304,0.0267,0.0233,0.001180535,-0.002409017,0.024876,0.019717
198612,242.17,8.3,14.48,0.498430866,0.0553,0.0849,0.0997,0.0789,-0.011379026,0.004608333,0.000906481,-0.0018,0.0117,0.000909721,-0.002240325,-0.027513,-0.030174
198701,274.08,8.32,14.6867,0.437897351,0.0543,0.0836,0.0972,0.0778,-0.005843338,0.004525,0.006314861,0.0161,0.0216,0.002182943,-0.0020475,0.135183,0.133724
198702,284.2,8.34,14.8933,0.424911983,0.0559,0.0838,0.0965,0.0763,-0.004508519,0.004658333,0.003590668,0.0202,0.0058,0.001077637,-0.002041947,0.041778,0.037845
198703,291.7,8.4,15.1,0.428040214,0.0559,0.0836,0.0961,0.0795,-0.002219952,0.004658333,0.00447028,-0.0223,-0.0087,0.001420209,-0.002037288,0.026336,0.023832
198704,288.36,8.46,14.8733,0.431471859,0.0564,0.0885,0.1004,0.0859,0.004493005,0.0047,0.005338091,-0.0473,-0.0502,0.003067766,-0.001725468,-0.009045,-0.011093
198705,290.1,8.52,14.6467,0.430490886,0.0566,0.0933,0.1051,0.088,0.006940958,0.004716667,0.003542962,-0.0105,-0.0052,0.001695384,-0.001669804,0.009128,0.005199
198706,304,8.57,14.42,0.407892397,0.0567,0.0932,0.1052,0.0877,0.005202462,0.004725,0.003530454,0.0098,0.0155,0.000652562,-0.001750249,0.05014,0.047654
198707,318.66,8.62,14.9,0.383543216,0.0569,0.0942,0.1061,0.0907,0.001882197,0.004741667,0.002639685,-0.0178,-0.0119,0.000557247,-0.001654334,0.049843,0.047883
198708,329.8,8.66,15.38,0.37045382,0.0604,0.0967,0.108,0.0936,0.001997436,0.005033333,0.005258557,-0.0165,-0.0075,0.001292852,-0.001639377,0.039108,0.035441
198709,321.83,8.71,15.86,0.379966722,0.064,0.1018,0.1131,0.0992,0.006350332,0.005333333,0.005231049,-0.0369,-0.0422,0.001712404,-0.002827205,-0.02194,-0.024079
198710,251.79,8.76,16.4067,0.494850843,0.0613,0.1052,0.1162,0.0926,0.01047774,0.005108333,0.002605299,0.0623,0.0507,0.053536241,-0.002900643,-0.215795,-0.217944
198711,230.3,8.81,16.9533,0.538027324,0.0569,0.1001,0.1123,0.0931,0.00989844,0.004741667,0.000866927,0.0037,0.0125,0.005316645,-0.002787493,-0.081874,-0.086541
198712,247.08,8.505,17.5,0.508812016,0.0577,0.1011,0.1129,0.092,0.013274756,0.004808333,0,0.0165,0.0212,0.004977167,-0.00270069,0.073922,0.071025
198801,257.07,8.974,17.8633,0.503773835,0.0581,0.0988,0.1107,0.0852,0.008422745,0.004841667,0.00259628,0.0666,0.0517,0.006474108,-0.002431406,0.042712,0.041086
198802,267.82,8.943,18.2267,0.476197372,0.0566,0.094,0.1062,0.0854,0.008792264,0.004716667,0.002589557,0.0052,0.0138,0.001284058,-0.002464067,0.047445,0.040574
198803,258.89,8.616,18.59,0.507529954,0.057,0.0939,0.1057,0.0901,0.00608003,0.00475,0.004301082,-0.0307,-0.0188,0.001181394,-0.002572201,-0.030847,-0.033368
198804,261.33,9.255,19.6167,0.49647449,0.0591,0.0967,0.109,0.0929,0.005063672,0.004925,0.005136998,-0.016,-0.0149,0.002331685,-0.002816256,0.010516,0.008773
198805,262.16,9.187,20.6433,0.496770255,0.0626,0.099,0.1104,0.0952,0.001347305,0.005216667,0.003410063,-0.0102,-0.0057,0.001664469,-0.002696618,0.008012,0.002882
198806,273.5,8.885,21.67,0.471118872,0.0646,0.0986,0.11,0.0917,-0.005397921,0.005383333,0.004246291,0.0368,0.0379,0.001525879,-0.002646697,0.047676,0.045068
198807,272.02,9.418,22.0233,0.473991535,0.0673,0.0996,0.1111,0.0947,-0.002823128,0.005608333,0.004228336,-0.017,-0.0111,0.001082064,-0.002833901,-0.004458,-0.007393
198808,261.52,9.418,22.3767,0.496640662,0.0706,0.1011,0.1121,0.095,-0.006239752,0.005883333,0.004210533,0.0058,0.0054,0.001029331,-0.002837588,-0.032488,-0.03729
198809,271.91,9.194,22.73,0.477540454,0.0724,0.0982,0.109,0.0917,-0.004619745,0.006033333,0.006700193,0.0345,0.0326,0.000753685,-0.002608375,0.042739,0.040086
198810,278.97,9.739,23.0733,0.469597189,0.0735,0.0951,0.1041,0.0889,-0.010566578,0.006125,0.003333336,0.0308,0.0273,0.000996583,-0.002312865,0.026891,0.023328
198811,273.7,9.75,23.4167,0.47717911,0.0776,0.0945,0.1048,0.0923,-0.007870985,0.006466667,0.000831601,-0.0196,-0.0169,0.000980066,-0.002435042,-0.014355,-0.01977
198812,277.72,9.922,23.76,0.465283574,0.0807,0.0957,0.1065,0.0918,-0.021511533,0.006725,0.00166113,0.011,0.0039,0.000339587,-0.002291317,0.018553,0.015184
198901,297.47,9.959,24.16,0.430769494,0.0827,0.0962,0.1065,0.0903,-0.022460183,0.006891667,0.004966898,0.0203,0.0202,0.000671879,-0.002542386,0.072303,0.069633
198902,288.86,10.011,24.56,0.446778457,0.0853,0.0964,0.1061,0.0935,-0.024925523,0.007108333,0.004120319,-0.0179,-0.0129,0.000785004,-0.002279539,-0.025031,-0.029187
198903,294.87,10.112,24.96,0.468691414,0.0882,0.098,0.1067,0.0929,-0.023202344,0.00735,0.005740073,0.0122,0.0064,0.000919582,-0.002380447,0.023038,0.02044
198904,309.64,10.314,25.0467,0.444435257,0.0865,0.0979,0.1061,0.0918,-0.022897848,0.007208333,0.006519991,0.0159,0.0213,0.00058067,-0.002644687,0.051707,0.049899
198905,320.52,10.368,25.1333,0.433441526,0.0843,0.0957,0.1046,0.0878,-0.02812971,0.007025,0.005670327,0.0401,0.0379,0.000695403,-0.002703956,0.041022,0.035451
198906,317.98,10.515,25.22,0.440562937,0.0815,0.091,0.1003,0.0821,-0.024030797,0.006791667,0.002420332,0.055,0.0395,0.001049664,-0.002694326,-0.005611,-0.00794
198907,346.08,10.605,24.71,0.404035089,0.0788,0.0893,0.0987,0.0801,-0.028613105,0.006566667,0.002414488,0.0238,0.0178,0.000680922,-0.002575629,0.090053,0.088194
198908,351.45,10.734,24.2,0.39272706,0.079,0.0896,0.0988,0.0841,-0.024897733,0.006583333,0.001606426,-0.0259,-0.0163,0.000883675,-0.002667298,0.019853,0.015516
198909,349.15,10.921,23.69,0.39920975,0.0775,0.0901,0.0991,0.0847,-0.030195378,0.006458333,0.003205131,0.0019,0.004,0.00038094,-0.002756619,-0.004004,-0.006616
198910,340.36,10.919,23.4267,0.406414929,0.0764,0.0892,0.0981,0.081,-0.02433982,0.006366667,0.004788517,0.0379,0.0276,0.004025967,-0.002548915,-0.023633,-0.025663
198911,345.99,11.055,23.1633,0.397225702,0.0769,0.0889,0.0981,0.0808,-0.027022111,0.006408333,0.002385687,0.0078,0.007,0.000604965,-0.002666404,0.020479,0.016641
198912,353.4,11.096,22.9,0.390454744,0.0763,0.0886,0.0982,0.0816,-0.012323107,0.006358333,0.001587302,-0.0006,0.0006,0.000721257,-0.002928834,0.022657,0.019988
199001,329.08,11.301,22.49,0.414971396,0.0764,0.0899,0.0994,0.0865,-0.013791937,0.006366667,0.0102565,-0.0343,-0.0191,0.002179299,-0.002860195,-0.067661,-0.069407
199002,331.89,11.318,22.08,0.40917309,0.0774,0.0922,0.1014,0.0876,-0.011625709,0.00645,0.004698521,-0.0025,-0.0012,0.000722078,-0.002673868,0.013381,0.008986
199003,339.94,11.466,21.67,0.471333956,0.079,0.0937,0.1021,0.0889,-0.010275461,0.006583333,0.005453851,-0.0044,-0.0011,0.000721782,-0.002364162,0.026588,0.02436
199004,330.8,11.624,21.5333,0.480284256,0.0777,0.0946,0.103,0.0924,-0.010132826,0.006475,0.001552795,-0.0202,-0.0191,0.000786477,-0.002323711,-0.024504,-0.026508
199005,361.23,11.663,21.3967,0.443569974,0.0774,0.0947,0.1041,0.0883,-0.001961175,0.00645,0.002324681,0.0415,0.0385,0.000984101,-0.002431405,0.097419,0.092408
199006,358.02,11.804,21.26,0.442949432,0.0773,0.0926,0.1022,0.0864,-0.00047416,0.006441667,0.005403332,0.023,0.0216,0.000942839,-0.002534271,-0.006754,-0.008921
199007,356.15,11.868,21.42,0.439212447,0.0762,0.0924,0.102,0.086,0.004918902,0.00635,0.003841726,0.0107,0.0102,0.001001503,-0.003474016,-0.004454,-0.006508
199008,322.56,11.834,21.58,0.488073563,0.0745,0.0941,0.1041,0.092,0.001463562,0.006208333,0.009160369,-0.0419,-0.0292,0.005420621,-0.003883251,-0.090801,-0.094897
199009,306.05,11.897,21.74,0.520289666,0.0736,0.0956,0.1064,0.0914,0.001377657,0.006133333,0.008323922,0.0117,0.0091,0.001656791,-0.003259189,-0.048959,-0.051213
199010,304,12.006,21.6067,0.522451921,0.0717,0.0953,0.1074,0.0898,-0.000465853,0.005975,0.006010537,0.0215,0.0132,0.003583674,-0.002621133,-0.003597,-0.00611
199011,322.22,12.086,21.4733,0.498505655,0.0706,0.093,0.1062,0.0858,0.000914452,0.005883333,0.00224467,0.0402,0.0285,0.001873754,-0.002632085,0.064561,0.059897
199012,330.22,12.113,21.34,0.48449686,0.0674,0.0905,0.1043,0.0844,-0.001784935,0.005616667,0,0.0187,0.0167,0.000647959,-0.002338233,0.027987,0.024954
199101,343.93,12.118,21.1833,0.4663078,0.0622,0.0904,0.1045,0.0837,0.000690674,0.005183333,0.00596127,0.013,0.015,0.002652688,-0.002249987,0.045001,0.043063
199102,367.07,12.11,21.0267,0.442720441,0.0594,0.0883,0.1007,0.0841,0.001218139,0.00495,0.001484781,0.003,0.0121,0.001953429,-0.002246686,0.071565,0.067371
199103,375.22,12.2,20.87,0.4571256,0.0591,0.0893,0.1009,0.0844,0.003300235,0.004925,0.00148258,0.0038,0.0108,0.001124409,-0.002470106,0.024354,0.022312
199104,375.35,12.098,20.3633,0.461239599,0.0565,0.0886,0.0994,0.0837,0.005778834,0.004708333,0.001480385,0.014,0.0138,0.001547092,-0.00232518,0.002268,0.000214
199105,389.83,12.147,19.8567,0.439966969,0.0546,0.0886,0.0986,0.0845,0.006835438,0.00455,0.002954212,0,0.0039,0.001246236,-0.002647003,0.04293,0.038759
199106,371.16,12.056,19.35,0.458243743,0.0557,0.0901,0.0996,0.086,0.01412029,0.004641667,0.00294551,-0.0063,-0.0018,0.000890659,-0.002382857,-0.045357,-0.047498
199107,387.81,12.16,18.84,0.440356782,0.0558,0.09,0.0989,0.085,0.0147133,0.00465,0.001469508,0.0157,0.0167,0.00082864,-0.00216219,0.046526,0.044799
199108,395.43,12.275,18.33,0.437639637,0.0533,0.0875,0.0965,0.0818,0.017222464,0.004441667,0.002932553,0.034,0.0275,0.001716896,-0.002069453,0.023885,0.019912
199109,387.86,12.122,17.82,0.441531837,0.0522,0.0861,0.0951,0.079,0.023038353,0.00435,0.004382768,0.0303,0.0271,0.000436865,-0.001770907,-0.016861,-0.019061
199110,392.46,12.2,17.2033,0.434003454,0.0499,0.0855,0.0949,0.0791,0.025294116,0.004158333,0.001456665,0.0054,0.0043,0.000938625,-0.002187142,0.013458,0.011899
199111,375.22,12.203,16.5867,0.46015449,0.0456,0.0848,0.0945,0.0789,0.030462116,0.0038,0.002906979,0.0082,0.0106,0.00176765,-0.001427475,-0.040214,-0.043973
199112,417.09,12.105,15.97,0.420344417,0.0407,0.0831,0.0926,0.073,0.031565402,0.003391667,0.000725426,0.0581,0.0436,0.001712673,-0.001253216,0.114089,0.111476
199201,408.79,12.061,16.0467,0.413229679,0.038,0.082,0.0913,0.0776,0.031693008,0.003166667,0.001449276,-0.0324,-0.0173,0.000795282,-0.001272377,-0.018348,-0.019654
199202,412.7,12.324,16.1233,0.407630525,0.0384,0.0829,0.0923,0.0777,0.033311993,0.0032,0.003614026,0.0051,0.0096,0.000772589,-0.001330752,0.012865,0.009442
199203,403.69,12.142,16.2,0.402106034,0.0404,0.0835,0.0925,0.0797,0.041656305,0.003366667,0.005037794,-0.0094,-0.0073,0.000443761,-0.001250872,-0.01947,-0.021873
199204,414.95,12.114,16.4833,0.387303472,0.0375,0.0833,0.0921,0.0803,0.038421362,0.003125,0.001434721,0.0016,0.0016,0.001544447,-0.001503195,0.028614,0.027157
199205,415.35,12.323,16.7667,0.382998516,0.0363,0.0828,0.0913,0.0781,0.037108728,0.003025,0.001432665,0.0243,0.0254,0.000480116,-0.001587793,0.00485,0.001087
199206,408.14,12.278,17.05,0.392042354,0.0366,0.0822,0.0905,0.0765,0.042985354,0.00305,0.003572708,0.02,0.0156,0.000703803,-0.001273507,-0.01503,-0.017545
199207,424.21,12.251,17.38,0.3833487,0.0321,0.0807,0.0884,0.0726,0.041407818,0.002675,0.002137514,0.0398,0.0308,0.000736224,-0.001363662,0.040924,0.039465
199208,414.03,12.398,17.71,0.399405037,0.0313,0.0795,0.0865,0.0725,0.042875303,0.002608333,0.00284293,0.0067,0.009,0.000332277,-0.001431469,-0.020615,-0.024214
199209,417.8,12.349,18.04,0.397656972,0.0291,0.0792,0.0862,0.071,0.041182302,0.002425,0.002834871,0.0185,0.0099,0.000729325,-0.001076155,0.01134,0.008916
199210,418.68,12.426,18.39,0.403251178,0.0286,0.0799,0.0884,0.0741,0.040993432,0.002383333,0.003532324,-0.0198,-0.0156,0.000744669,-0.000902112,0.004796,0.003455
199211,431.35,12.388,18.74,0.393626459,0.0313,0.081,0.0896,0.0748,0.037890481,0.002608333,0.001409444,0.001,0.0069,0.000420374,-0.000836058,0.033794,0.030069
199212,435.71,12.42,19.09,0.394109614,0.0322,0.0798,0.0881,0.0726,0.038733124,0.002683333,-0.000704473,0.0246,0.0228,0.000317325,-0.001111524,0.01338,0.011197
199301,438.78,12.416,19.34,0.393048105,0.03,0.0791,0.0867,0.0725,0.041658427,0.0025,0.004920924,0.028,0.025,0.000305906,-0.001552239,0.007282,0.005964
199302,443.38,12.482,19.59,0.385960197,0.0293,0.0771,0.0839,0.0698,0.04063454,0.002441667,0.003500179,0.0354,0.0256,0.001211479,-0.001479341,0.013526,0.010361
199303,451.67,12.465,19.84,0.333613526,0.0295,0.0758,0.0815,0.0702,0.037059151,0.002458333,0.00348797,0.0021,0.0025,0.000703261,-0.001669026,0.021202,0.018578
199304,440.19,12.582,19.67,0.334349806,0.0287,0.0746,0.0814,0.0701,0.039765709,0.002391667,0.002781643,0.0072,0.0052,0.000880821,-0.001446284,-0.024519,-0.02578
199305,450.19,12.523,19.5,0.324882422,0.0296,0.0743,0.0821,0.0701,0.040208442,0.002466667,0.001387925,0.0047,0.002,0.00060776,-0.001650007,0.026259,0.022549
199306,450.53,12.519,19.33,0.325931248,0.0307,0.0733,0.0807,0.0668,0.041092972,0.002558333,0.001386002,0.0449,0.0293,0.000459335,-0.00174797,0.003466,0.001095
199307,448.13,12.541,19.69,0.323777031,0.0304,0.0717,0.0793,0.0656,0.040945353,0.002533333,0,0.0191,0.01,0.000372467,-0.001390471,-0.004593,-0.005909
199308,463.56,12.519,20.05,0.313864983,0.0302,0.0685,0.076,0.0623,0.040209569,0.002516667,0.002766254,0.0434,0.0287,0.000223704,-0.001252164,0.037431,0.033957
199309,458.93,12.552,20.41,0.322351822,0.0295,0.0666,0.0734,0.0627,0.041791051,0.002458333,0.00206968,0.0005,0.0043,0.000450721,-0.001153731,-0.007582,-0.009842
199310,467.83,12.586,20.9,0.311362833,0.0302,0.0667,0.0731,0.0623,0.040423894,0.002516667,0.004126553,0.0096,0.0051,0.000250263,-0.00105483,0.019884,0.01859
199311,461.79,12.577,21.39,0.311079411,0.031,0.0693,0.0766,0.0651,0.043897148,0.002583333,0.000686106,-0.0259,-0.0188,0.000666989,-0.001051695,-0.008655,-0.012084
199312,466.45,12.691,21.88,0.305267223,0.0306,0.0693,0.0769,0.0654,0.045791287,0.00255,0,0.002,0.0067,0.00021218,-0.001012497,0.012643,0.010614
199401,481.61,12.723,22.1567,0.288058567,0.0298,0.0692,0.0765,0.0637,0.043731947,0.002483333,0.002739728,0.0257,0.0202,0.000303108,-0.000976077,0.033429,0.031954
199402,467.14,12.707,22.4333,0.299058821,0.0325,0.0708,0.0776,0.0682,0.045104329,0.002708333,0.003414117,-0.045,-0.0286,0.000920034,-0.001135504,-0.027161,-0.030121
199403,445.77,12.715,22.71,0.307483805,0.035,0.0748,0.0813,0.0725,0.041917455,0.002916667,0.003402521,-0.0395,-0.0383,0.000929666,-0.001099839,-0.043456,-0.045728
199404,450.91,12.75,23.54,0.303664786,0.0368,0.0788,0.0852,0.0745,0.039864538,0.003066667,0.001357753,-0.015,-0.0097,0.001442525,-0.000951628,0.012817,0.011477
199405,456.51,12.835,24.37,0.297469476,0.0414,0.0799,0.0862,0.0759,0.039659313,0.00345,0.000678237,-0.0082,-0.0062,0.0006734,-0.00100851,0.016309,0.012559
199406,444.27,12.837,25.2,0.308417077,0.0414,0.0797,0.0865,0.0774,0.034012389,0.00345,0.003384098,-0.01,-0.0081,0.000711943,-0.000965722,-0.024762,-0.027113
199407,458.25,12.816,25.91,0.296985381,0.0433,0.0811,0.088,0.0746,0.031222203,0.003608333,0.002699016,0.0363,0.0309,0.000298978,-0.000643094,0.032714,0.031381
199408,475.5,12.923,26.62,0.285683819,0.0448,0.0807,0.0874,0.0761,0.028716942,0.003733333,0.004035016,-0.0086,-0.0031,0.000387274,-0.000974958,0.041341,0.03799
199409,462.71,13.056,27.33,0.290904659,0.0462,0.0834,0.0898,0.08,0.029014304,0.00385,0.002680926,-0.0331,-0.0265,0.000594991,-0.000839298,-0.02394,-0.026238
199410,472.35,12.956,28.42,0.286071274,0.0495,0.0857,0.092,0.0809,0.026010585,0.004125,0.000669161,-0.0025,-0.005,0.000884508,-0.000771729,0.022619,0.021043
199411,453.69,13.17,29.51,0.298992614,0.0529,0.0868,0.0932,0.0808,0.022925572,0.004408333,0.001336878,0.0066,0.0018,0.000708687,-0.000558816,-0.036248,-0.039423
199412,459.27,13.239,30.6,0.2915683,0.056,0.0846,0.091,0.0799,0.016594757,0.004666667,0,0.0161,0.0157,0.00061425,-0.000576007,0.014955,0.012419
199501,470.42,13.174,31.25,0.290853734,0.0571,0.0846,0.0908,0.078,0.015093064,0.004758333,0.004000005,0.0273,0.0256,0.000271776,-0.000779787,0.026,0.024348
199502,487.39,13.17,31.9,0.278730036,0.0577,0.0826,0.0885,0.0758,0.014532273,0.004808333,0.003984069,0.0287,0.0289,0.000430286,-0.000715516,0.039229,0.036329
199503,500.71,13.332,32.55,0.313876542,0.0573,0.0812,0.087,0.0755,0.014396863,0.004775,0.003307975,0.0091,0.0095,0.000378209,-0.000566771,0.029334,0.027179
199504,514.71,13.392,33.1767,0.301994701,0.0565,0.0803,0.086,0.0745,0.013012162,0.004708333,0.003297069,0.0169,0.0175,0.000182292,-0.000626882,0.029395,0.027914
199505,533.4,13.361,33.8033,0.292264254,0.0567,0.0765,0.082,0.0677,0.010736827,0.004725,0.001973036,0.079,0.0631,0.000688331,-0.000397684,0.039809,0.036454
199506,544.75,13.52,34.43,0.286429618,0.0547,0.073,0.079,0.067,0.008266052,0.004558333,0.001969151,0.0139,0.0079,0.000556972,-0.000267726,0.024147,0.02219
199507,562.06,13.588,34.68,0.277160367,0.0542,0.0741,0.0804,0.0691,0.007057614,0.004516667,0,-0.0168,-0.0101,0.000857039,-0.000291092,0.033394,0.032012
199508,561.88,13.575,34.93,0.283046135,0.054,0.0757,0.0819,0.0674,0.009117413,0.0045,0.002619517,0.0236,0.0214,0.000183092,-0.000137973,0.003495,0.000642
199509,584.41,13.677,35.18,0.272494998,0.0528,0.0732,0.0793,0.0663,0.006375549,0.0044,0.001960144,0.0175,0.0153,0.000368699,-0.000140216,0.042097,0.040177
199510,581.5,13.824,34.7733,0.274420245,0.0528,0.0712,0.0775,0.0641,0.012218929,0.0044,0.003258393,0.0294,0.0185,0.000599376,2.07943E-05,-0.003441,-0.004863
199511,605.37,13.788,34.3667,0.257168852,0.0536,0.0702,0.0768,0.0623,0.016988812,0.004466667,-0.00065083,0.0249,0.0242,0.000474748,-7.79813E-05,0.044029,0.041189
199512,615.93,13.885,33.96,0.255026383,0.0514,0.0682,0.0749,0.0603,0.015641026,0.004283333,-0.000651254,0.0272,0.0228,0.000784479,-0.000146604,0.017643,0.015809
199601,636.02,14.047,33.9867,0.241877172,0.05,0.0681,0.0747,0.0609,0.016241793,0.004166667,0.005846071,-0.0011,0.0014,0.001189493,-5.31418E-05,0.034861,0.033415
199602,640.43,14.104,34.0133,0.237894737,0.0483,0.0699,0.0763,0.0659,0.016915059,0.004025,0.00323311,-0.0483,-0.0373,0.000851452,-0.000227855,0.010087,0.007689
199603,645.5,14.209,34.04,0.239299615,0.0496,0.0735,0.0803,0.0684,0.01700387,0.004133333,0.005151331,-0.021,-0.013,0.00134529,3.05558E-05,0.009591,0.007865
199604,654.17,14.26,34.33,0.240075806,0.0495,0.075,0.0819,0.0706,0.021236985,0.004125,0.003846159,-0.0165,-0.016,0.000817591,6.82249E-05,0.015133,0.013857
199605,669.12,14.273,34.62,0.236923516,0.0502,0.0762,0.083,0.0717,0.026501502,0.004183333,0.001917546,-0.0054,0.0005,0.000870078,-0.000254521,0.025257,0.02253
199606,670.63,14.594,34.91,0.236443725,0.0509,0.0771,0.084,0.0703,0.027299789,0.004241667,0.000638366,0.0203,0.0172,0.000453459,-0.00084789,0.004128,0.002562
199607,639.95,14.49,35.2733,0.241819894,0.0515,0.0765,0.0835,0.0707,0.031223325,0.004291667,0.001912656,0.0018,0.001,0.002676192,-0.000470475,-0.044441,-0.046048
199608,651.99,14.664,35.6367,0.238061118,0.0505,0.0746,0.0818,0.0726,0.030012433,0.004208333,0.001909005,-0.0139,-0.007,0.000954314,-0.000352236,0.021928,0.019589
199609,687.31,14.831,36,0.227297318,0.0509,0.0766,0.0835,0.0704,0.028740719,0.004241667,0.003173598,0.029,0.0259,0.000560001,-0.000538694,0.056035,0.054112
199610,705.27,14.716,36.91,0.221747656,0.0499,0.0739,0.0807,0.0671,0.024827808,0.004158333,0.003163559,0.0404,0.0361,0.000454321,-0.00053145,0.026798,0.025348
199611,757.02,14.899,37.82,0.205007919,0.0503,0.071,0.0779,0.0643,0.021195898,0.004191667,0.001893342,0.0351,0.0263,0.000535225,-0.000613925,0.076455,0.074218
199612,740.74,14.883,38.73,0.20734273,0.0491,0.072,0.0789,0.0673,0.02324292,0.004091667,0,-0.0256,-0.0186,0.001177598,-0.000396755,-0.019815,-0.021518
199701,786.16,14.888,39.2333,0.196240103,0.0503,0.0742,0.0809,0.0689,0.023657627,0.004191667,0.003147626,-0.0079,-0.0028,0.001006894,-0.000794129,0.062779,0.061689
199702,790.82,15.059,39.7367,0.194395411,0.0501,0.0731,0.0794,0.0694,0.022168914,0.004175,0.00313775,0.0005,0.0028,0.001098794,-0.001302906,0.007752,0.0058
199703,757.12,15.16,40.24,0.214780202,0.0514,0.0755,0.0818,0.0723,0.020366742,0.004283333,0.00250313,-0.0252,-0.0221,0.00156757,-0.001308306,-0.041653,-0.04331
199704,801.34,15.08,40.3433,0.201741048,0.0516,0.0773,0.0834,0.0705,0.01619343,0.0043,0.001249219,0.0255,0.0184,0.002279113,-0.000871922,0.060274,0.059016
